LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
RUS,LTINT,TOT,PC_PA,M,2013-02,6.99,
RUS,LTINT,TOT,PC_PA,M,2013-03,7.13,
RUS,LTINT,TOT,PC_PA,M,2013-04,7.05,
RUS,LTINT,TOT,PC_PA,M,2013-05,6.99,
RUS,LTINT,TOT,PC_PA,M,2013-06,7.35,
RUS,LTINT,TOT,PC_PA,M,2013-07,7.51,
RUS,LTINT,TOT,PC_PA,M,2013-08,7.56,
RUS,LTINT,TOT,PC_PA,M,2013-09,7.5,
RUS,LTINT,TOT,PC_PA,M,2013-10,7.53,
RUS,LTINT,TOT,PC_PA,M,2013-11,7.65,
RUS,LTINT,TOT,PC_PA,M,2013-12,7.77,
RUS,LTINT,TOT,PC_PA,M,2014-01,7.91,
RUS,LTINT,TOT,PC_PA,M,2014-02,7.8,
RUS,LTINT,TOT,PC_PA,M,2014-03,8.17,
RUS,LTINT,TOT,PC_PA,M,2014-04,8.18,
RUS,LTINT,TOT,PC_PA,M,2014-05,8.14,
RUS,LTINT,TOT,PC_PA,M,2014-06,8.12,
RUS,LTINT,TOT,PC_PA,M,2014-07,8.22,
RUS,LTINT,TOT,PC_PA,M,2014-08,8.57,
RUS,LTINT,TOT,PC_PA,M,2014-09,8.73,
RUS,LTINT,TOT,PC_PA,M,2014-10,8.88,
RUS,LTINT,TOT,PC_PA,M,2014-11,8.63,
RUS,LTINT,TOT,PC_PA,M,2014-12,10.22,
RUS,LTINT,TOT,PC_PA,M,2015-01,10.37,
RUS,LTINT,TOT,PC_PA,M,2015-02,10.51,
RUS,LTINT,TOT,PC_PA,M,2015-03,10.7,
RUS,LTINT,TOT,PC_PA,M,2015-04,10,
RUS,LTINT,TOT,PC_PA,M,2015-05,9.61,
RUS,LTINT,TOT,PC_PA,M,2015-06,9.13,
RUS,LTINT,TOT,PC_PA,M,2015-07,9.19,
RUS,LTINT,TOT,PC_PA,M,2015-08,12.16,
RUS,LTINT,TOT,PC_PA,M,2015-09,12.64,
RUS,LTINT,TOT,PC_PA,M,2015-10,12.27,
RUS,LTINT,TOT,PC_PA,M,2015-11,12.24,
RUS,LTINT,TOT,PC_PA,M,2015-12,11.82,
RUS,LTINT,TOT,PC_PA,M,2016-01,11.56,
RUS,LTINT,TOT,PC_PA,M,2016-02,11.25,
RUS,LTINT,TOT,PC_PA,M,2016-03,10.65,
RUS,LTINT,TOT,PC_PA,M,2016-04,10.61,
RUS,LTINT,TOT,PC_PA,M,2016-05,10.49,
RUS,LTINT,TOT,PC_PA,M,2016-06,10.3,
RUS,LTINT,TOT,PC_PA,M,2016-07,10.13,
RUS,LTINT,TOT,PC_PA,M,2016-08,10.12,
RUS,LTINT,TOT,PC_PA,M,2016-09,10.01,
RUS,LTINT,TOT,PC_PA,M,2016-10,10.08,
RUS,LTINT,TOT,PC_PA,M,2016-11,10.11,
RUS,LTINT,TOT,PC_PA,M,2016-12,9.95,
RUS,LTINT,TOT,PC_PA,M,2017-01,9.62,
RUS,LTINT,TOT,PC_PA,M,2017-02,9.77,
RUS,LTINT,TOT,PC_PA,M,2017-03,9.56,
RUS,LTINT,TOT,PC_PA,M,2017-04,9.33,
RUS,LTINT,TOT,PC_PA,M,2017-05,9.09,
RUS,LTINT,TOT,PC_PA,M,2017-06,8.99,
RUS,LTINT,TOT,PC_PA,M,2017-07,8.84,
RUS,LTINT,TOT,PC_PA,M,2017-08,8.74,
RUS,LTINT,TOT,PC_PA,M,2017-09,8.65,
RUS,LTINT,TOT,PC_PA,M,2017-10,8.59,
RUS,LTINT,TOT,PC_PA,M,2017-11,8.48,
RUS,LTINT,TOT,PC_PA,M,2017-12,8.25,
RUS,LTINT,TOT,PC_PA,M,2018-01,7.98,
RUS,LTINT,TOT,PC_PA,M,2018-02,7.85,
RUS,LTINT,TOT,PC_PA,M,2018-03,7.79,
RUS,LTINT,TOT,PC_PA,M,2018-04,7.81,
RUS,LTINT,TOT,PC_PA,M,2018-05,7.67,
RUS,LTINT,TOT,PC_PA,M,2018-06,7.62,
AUT,LTINT,TOT,PC_PA,M,2000-01,5.75,
AUT,LTINT,TOT,PC_PA,M,2000-02,5.77,
AUT,LTINT,TOT,PC_PA,M,2000-03,5.59,
AUT,LTINT,TOT,PC_PA,M,2000-04,5.49,
AUT,LTINT,TOT,PC_PA,M,2000-05,5.66,
AUT,LTINT,TOT,PC_PA,M,2000-06,5.52,
AUT,LTINT,TOT,PC_PA,M,2000-07,5.6,
AUT,LTINT,TOT,PC_PA,M,2000-08,5.54,
AUT,LTINT,TOT,PC_PA,M,2000-09,5.57,
AUT,LTINT,TOT,PC_PA,M,2000-10,5.52,
AUT,LTINT,TOT,PC_PA,M,2000-11,5.46,
AUT,LTINT,TOT,PC_PA,M,2000-12,5.21,
AUT,LTINT,TOT,PC_PA,M,2001-01,5.1,
AUT,LTINT,TOT,PC_PA,M,2001-02,5.1,
AUT,LTINT,TOT,PC_PA,M,2001-03,5.01,
AUT,LTINT,TOT,PC_PA,M,2001-04,5.16,
AUT,LTINT,TOT,PC_PA,M,2001-05,5.34,
AUT,LTINT,TOT,PC_PA,M,2001-06,5.27,
AUT,LTINT,TOT,PC_PA,M,2001-07,5.29,
AUT,LTINT,TOT,PC_PA,M,2001-08,5.1,
AUT,LTINT,TOT,PC_PA,M,2001-09,5.08,
AUT,LTINT,TOT,PC_PA,M,2001-10,4.85,
AUT,LTINT,TOT,PC_PA,M,2001-11,4.7,
AUT,LTINT,TOT,PC_PA,M,2001-12,4.95,
AUT,LTINT,TOT,PC_PA,M,2002-01,5.06,
AUT,LTINT,TOT,PC_PA,M,2002-02,5.12,
AUT,LTINT,TOT,PC_PA,M,2002-03,5.36,
AUT,LTINT,TOT,PC_PA,M,2002-04,5.35,
AUT,LTINT,TOT,PC_PA,M,2002-05,5.37,
AUT,LTINT,TOT,PC_PA,M,2002-06,5.22,
AUT,LTINT,TOT,PC_PA,M,2002-07,5.06,
AUT,LTINT,TOT,PC_PA,M,2002-08,4.77,
AUT,LTINT,TOT,PC_PA,M,2002-09,4.57,
AUT,LTINT,TOT,PC_PA,M,2002-10,4.64,
AUT,LTINT,TOT,PC_PA,M,2002-11,4.62,
AUT,LTINT,TOT,PC_PA,M,2002-12,4.43,
AUT,LTINT,TOT,PC_PA,M,2003-01,4.22,
AUT,LTINT,TOT,PC_PA,M,2003-02,4.01,
AUT,LTINT,TOT,PC_PA,M,2003-03,4.03,
AUT,LTINT,TOT,PC_PA,M,2003-04,4.16,
AUT,LTINT,TOT,PC_PA,M,2003-05,3.85,
AUT,LTINT,TOT,PC_PA,M,2003-06,3.76,
AUT,LTINT,TOT,PC_PA,M,2003-07,4.06,
AUT,LTINT,TOT,PC_PA,M,2003-08,4.22,
AUT,LTINT,TOT,PC_PA,M,2003-09,4.24,
AUT,LTINT,TOT,PC_PA,M,2003-10,4.32,
AUT,LTINT,TOT,PC_PA,M,2003-11,4.44,
AUT,LTINT,TOT,PC_PA,M,2003-12,4.38,
AUT,LTINT,TOT,PC_PA,M,2004-01,4.27,
AUT,LTINT,TOT,PC_PA,M,2004-02,4.23,
AUT,LTINT,TOT,PC_PA,M,2004-03,4.05,
AUT,LTINT,TOT,PC_PA,M,2004-04,4.24,
AUT,LTINT,TOT,PC_PA,M,2004-05,4.37,
AUT,LTINT,TOT,PC_PA,M,2004-06,4.42,
AUT,LTINT,TOT,PC_PA,M,2004-07,4.31,
AUT,LTINT,TOT,PC_PA,M,2004-08,4.15,
AUT,LTINT,TOT,PC_PA,M,2004-09,4.09,
AUT,LTINT,TOT,PC_PA,M,2004-10,3.97,
AUT,LTINT,TOT,PC_PA,M,2004-11,3.84,
AUT,LTINT,TOT,PC_PA,M,2004-12,3.63,
AUT,LTINT,TOT,PC_PA,M,2005-01,3.56,
AUT,LTINT,TOT,PC_PA,M,2005-02,3.55,
AUT,LTINT,TOT,PC_PA,M,2005-03,3.7,
AUT,LTINT,TOT,PC_PA,M,2005-04,3.5,
AUT,LTINT,TOT,PC_PA,M,2005-05,3.41,
AUT,LTINT,TOT,PC_PA,M,2005-06,3.23,
AUT,LTINT,TOT,PC_PA,M,2005-07,3.27,
AUT,LTINT,TOT,PC_PA,M,2005-08,3.28,
AUT,LTINT,TOT,PC_PA,M,2005-09,3.12,
AUT,LTINT,TOT,PC_PA,M,2005-10,3.27,
AUT,LTINT,TOT,PC_PA,M,2005-11,3.48,
AUT,LTINT,TOT,PC_PA,M,2005-12,3.36,
AUT,LTINT,TOT,PC_PA,M,2006-01,3.33,
AUT,LTINT,TOT,PC_PA,M,2006-02,3.48,
AUT,LTINT,TOT,PC_PA,M,2006-03,3.65,
AUT,LTINT,TOT,PC_PA,M,2006-04,3.92,
AUT,LTINT,TOT,PC_PA,M,2006-05,4.03,
AUT,LTINT,TOT,PC_PA,M,2006-06,4.03,
AUT,LTINT,TOT,PC_PA,M,2006-07,4.05,
AUT,LTINT,TOT,PC_PA,M,2006-08,3.92,
AUT,LTINT,TOT,PC_PA,M,2006-09,3.79,
AUT,LTINT,TOT,PC_PA,M,2006-10,3.83,
AUT,LTINT,TOT,PC_PA,M,2006-11,3.76,
AUT,LTINT,TOT,PC_PA,M,2006-12,3.81,
AUT,LTINT,TOT,PC_PA,M,2007-01,4.06,
AUT,LTINT,TOT,PC_PA,M,2007-02,4.09,
AUT,LTINT,TOT,PC_PA,M,2007-03,3.99,
AUT,LTINT,TOT,PC_PA,M,2007-04,4.21,
AUT,LTINT,TOT,PC_PA,M,2007-05,4.33,
AUT,LTINT,TOT,PC_PA,M,2007-06,4.63,
AUT,LTINT,TOT,PC_PA,M,2007-07,4.59,
AUT,LTINT,TOT,PC_PA,M,2007-08,4.38,
AUT,LTINT,TOT,PC_PA,M,2007-09,4.33,
AUT,LTINT,TOT,PC_PA,M,2007-10,4.4,
AUT,LTINT,TOT,PC_PA,M,2007-11,4.21,
AUT,LTINT,TOT,PC_PA,M,2007-12,4.35,
AUT,LTINT,TOT,PC_PA,M,2008-01,4.22,
AUT,LTINT,TOT,PC_PA,M,2008-02,4.18,
AUT,LTINT,TOT,PC_PA,M,2008-03,4.14,
AUT,LTINT,TOT,PC_PA,M,2008-04,4.34,
AUT,LTINT,TOT,PC_PA,M,2008-05,4.48,
AUT,LTINT,TOT,PC_PA,M,2008-06,4.8,
AUT,LTINT,TOT,PC_PA,M,2008-07,4.78,
AUT,LTINT,TOT,PC_PA,M,2008-08,4.48,
AUT,LTINT,TOT,PC_PA,M,2008-09,4.46,
AUT,LTINT,TOT,PC_PA,M,2008-10,4.33,
AUT,LTINT,TOT,PC_PA,M,2008-11,4.19,
AUT,LTINT,TOT,PC_PA,M,2008-12,3.9,
AUT,LTINT,TOT,PC_PA,M,2009-01,4,
AUT,LTINT,TOT,PC_PA,M,2009-02,4.21,
AUT,LTINT,TOT,PC_PA,M,2009-03,4.16,
AUT,LTINT,TOT,PC_PA,M,2009-04,4.04,
AUT,LTINT,TOT,PC_PA,M,2009-05,4.1,
AUT,LTINT,TOT,PC_PA,M,2009-06,4.32,
AUT,LTINT,TOT,PC_PA,M,2009-07,4.04,
AUT,LTINT,TOT,PC_PA,M,2009-08,3.76,
AUT,LTINT,TOT,PC_PA,M,2009-09,3.75,
AUT,LTINT,TOT,PC_PA,M,2009-10,3.65,
AUT,LTINT,TOT,PC_PA,M,2009-11,3.6,
AUT,LTINT,TOT,PC_PA,M,2009-12,3.61,
AUT,LTINT,TOT,PC_PA,M,2010-01,3.75,
AUT,LTINT,TOT,PC_PA,M,2010-02,3.66,
AUT,LTINT,TOT,PC_PA,M,2010-03,3.53,
AUT,LTINT,TOT,PC_PA,M,2010-04,3.46,
AUT,LTINT,TOT,PC_PA,M,2010-05,3.21,
AUT,LTINT,TOT,PC_PA,M,2010-06,3.2,
AUT,LTINT,TOT,PC_PA,M,2010-07,3.07,
AUT,LTINT,TOT,PC_PA,M,2010-08,2.77,
AUT,LTINT,TOT,PC_PA,M,2010-09,2.8,
AUT,LTINT,TOT,PC_PA,M,2010-10,2.82,
AUT,LTINT,TOT,PC_PA,M,2010-11,3.01,
AUT,LTINT,TOT,PC_PA,M,2010-12,3.43,
AUT,LTINT,TOT,PC_PA,M,2011-01,3.54,
AUT,LTINT,TOT,PC_PA,M,2011-02,3.68,
AUT,LTINT,TOT,PC_PA,M,2011-03,3.68,
AUT,LTINT,TOT,PC_PA,M,2011-04,3.76,
AUT,LTINT,TOT,PC_PA,M,2011-05,3.53,
AUT,LTINT,TOT,PC_PA,M,2011-06,3.43,
AUT,LTINT,TOT,PC_PA,M,2011-07,3.35,
AUT,LTINT,TOT,PC_PA,M,2011-08,2.84,
AUT,LTINT,TOT,PC_PA,M,2011-09,2.64,
AUT,LTINT,TOT,PC_PA,M,2011-10,2.92,
AUT,LTINT,TOT,PC_PA,M,2011-11,3.36,
AUT,LTINT,TOT,PC_PA,M,2011-12,3.1,
AUT,LTINT,TOT,PC_PA,M,2012-01,3.27,
AUT,LTINT,TOT,PC_PA,M,2012-02,3,
AUT,LTINT,TOT,PC_PA,M,2012-03,2.87,
AUT,LTINT,TOT,PC_PA,M,2012-04,2.83,
AUT,LTINT,TOT,PC_PA,M,2012-05,2.49,
AUT,LTINT,TOT,PC_PA,M,2012-06,2.29,
AUT,LTINT,TOT,PC_PA,M,2012-07,2.07,
AUT,LTINT,TOT,PC_PA,M,2012-08,1.97,
AUT,LTINT,TOT,PC_PA,M,2012-09,2.04,
AUT,LTINT,TOT,PC_PA,M,2012-10,2.02,
AUT,LTINT,TOT,PC_PA,M,2012-11,1.85,
AUT,LTINT,TOT,PC_PA,M,2012-12,1.77,
AUT,LTINT,TOT,PC_PA,M,2013-01,1.92,
AUT,LTINT,TOT,PC_PA,M,2013-02,1.96,
AUT,LTINT,TOT,PC_PA,M,2013-03,1.75,
AUT,LTINT,TOT,PC_PA,M,2013-04,1.64,
AUT,LTINT,TOT,PC_PA,M,2013-05,1.75,
AUT,LTINT,TOT,PC_PA,M,2013-06,2.04,
AUT,LTINT,TOT,PC_PA,M,2013-07,2.06,
AUT,LTINT,TOT,PC_PA,M,2013-08,2.22,
AUT,LTINT,TOT,PC_PA,M,2013-09,2.34,
AUT,LTINT,TOT,PC_PA,M,2013-10,2.19,
AUT,LTINT,TOT,PC_PA,M,2013-11,2.08,
AUT,LTINT,TOT,PC_PA,M,2013-12,2.17,
AUT,LTINT,TOT,PC_PA,M,2014-01,2.13,
AUT,LTINT,TOT,PC_PA,M,2014-02,1.95,
AUT,LTINT,TOT,PC_PA,M,2014-03,1.87,
AUT,LTINT,TOT,PC_PA,M,2014-04,1.77,
AUT,LTINT,TOT,PC_PA,M,2014-05,1.62,
AUT,LTINT,TOT,PC_PA,M,2014-06,1.65,
AUT,LTINT,TOT,PC_PA,M,2014-07,1.47,
AUT,LTINT,TOT,PC_PA,M,2014-08,1.28,
AUT,LTINT,TOT,PC_PA,M,2014-09,1.22,
AUT,LTINT,TOT,PC_PA,M,2014-10,1.1,
AUT,LTINT,TOT,PC_PA,M,2014-11,0.98,
AUT,LTINT,TOT,PC_PA,M,2014-12,0.81,
AUT,LTINT,TOT,PC_PA,M,2015-01,0.54,
AUT,LTINT,TOT,PC_PA,M,2015-02,0.44,
AUT,LTINT,TOT,PC_PA,M,2015-03,0.37,
AUT,LTINT,TOT,PC_PA,M,2015-04,0.29,
AUT,LTINT,TOT,PC_PA,M,2015-05,0.72547,
AUT,LTINT,TOT,PC_PA,M,2015-06,1.06382,
AUT,LTINT,TOT,PC_PA,M,2015-07,1.08413,
AUT,LTINT,TOT,PC_PA,M,2015-08,0.95981,
AUT,LTINT,TOT,PC_PA,M,2015-09,0.97064,
AUT,LTINT,TOT,PC_PA,M,2015-10,0.82973,
AUT,LTINT,TOT,PC_PA,M,2015-11,0.81938,
AUT,LTINT,TOT,PC_PA,M,2015-12,0.86324,
AUT,LTINT,TOT,PC_PA,M,2016-01,0.76721,
AUT,LTINT,TOT,PC_PA,M,2016-02,0.52601,
AUT,LTINT,TOT,PC_PA,M,2016-03,0.45724,
AUT,LTINT,TOT,PC_PA,M,2016-04,0.37961,
AUT,LTINT,TOT,PC_PA,M,2016-05,0.36661,
AUT,LTINT,TOT,PC_PA,M,2016-06,0.32766,
AUT,LTINT,TOT,PC_PA,M,2016-07,0.15833,
AUT,LTINT,TOT,PC_PA,M,2016-08,0.10683,
AUT,LTINT,TOT,PC_PA,M,2016-09,0.14841,
AUT,LTINT,TOT,PC_PA,M,2016-10,0.24071,
AUT,LTINT,TOT,PC_PA,M,2016-11,0.49164,
AUT,LTINT,TOT,PC_PA,M,2016-12,0.53445,
AUT,LTINT,TOT,PC_PA,M,2017-01,0.57045,
AUT,LTINT,TOT,PC_PA,M,2017-02,0.58985,
AUT,LTINT,TOT,PC_PA,M,2017-03,0.59235,
AUT,LTINT,TOT,PC_PA,M,2017-04,0.4903,
AUT,LTINT,TOT,PC_PA,M,2017-05,0.6517,
AUT,LTINT,TOT,PC_PA,M,2017-06,0.55468,
AUT,LTINT,TOT,PC_PA,M,2017-07,0.72924,
AUT,LTINT,TOT,PC_PA,M,2017-08,0.60617,
AUT,LTINT,TOT,PC_PA,M,2017-09,0.5911,
AUT,LTINT,TOT,PC_PA,M,2017-10,0.60618,
AUT,LTINT,TOT,PC_PA,M,2017-11,0.51445,
AUT,LTINT,TOT,PC_PA,M,2017-12,0.50271,
AUT,LTINT,TOT,PC_PA,M,2018-01,0.66923,
AUT,LTINT,TOT,PC_PA,M,2018-02,0.83565,
AUT,LTINT,TOT,PC_PA,M,2018-03,0.81341,
AUT,LTINT,TOT,PC_PA,M,2018-04,0.76252,
AUT,LTINT,TOT,PC_PA,M,2018-05,0.76061,
AUT,LTINT,TOT,PC_PA,M,2018-06,0.70643,
AUT,LTINT,TOT,PC_PA,M,2018-07,0.59595,
AUT,LTINT,TOT,PC_PA,M,2018-08,0.5973,
AUT,LTINT,TOT,PC_PA,M,2018-09,0.6654,
AUT,LTINT,TOT,PC_PA,M,2018-10,0.68752,
AUT,LTINT,TOT,PC_PA,M,2018-11,0.62005,
AUT,LTINT,TOT,PC_PA,M,2018-12,0.51975,
AUT,LTINT,TOT,PC_PA,M,2019-01,0.45196,
AUT,LTINT,TOT,PC_PA,M,2019-02,0.45125,
AUT,LTINT,TOT,PC_PA,M,2019-03,0.37662,
AUT,LTINT,TOT,PC_PA,M,2019-04,0.31432,
AUT,LTINT,TOT,PC_PA,M,2019-05,0.23809,
AUT,LTINT,TOT,PC_PA,M,2019-06,0.03005,
AUT,LTINT,TOT,PC_PA,M,2019-07,-0.10365,
AUT,LTINT,TOT,PC_PA,M,2019-08,-0.37368,
AUT,LTINT,TOT,PC_PA,M,2019-09,-0.30238,
AUT,LTINT,TOT,PC_PA,M,2019-10,-0.19743,
AUT,LTINT,TOT,PC_PA,M,2019-11,-0.0861,
AUT,LTINT,TOT,PC_PA,M,2019-12,-0.04386,
AUT,LTINT,TOT,PC_PA,M,2020-01,-0.08677,
AUT,LTINT,TOT,PC_PA,M,2020-02,-0.2574,
AUT,LTINT,TOT,PC_PA,M,2020-03,-0.09377,
AUT,LTINT,TOT,PC_PA,M,2020-04,0.04577,
AUT,LTINT,TOT,PC_PA,M,2020-05,-0.09738,
AUT,LTINT,TOT,PC_PA,M,2020-06,-0.13086,
AUT,LTINT,TOT,PC_PA,M,2020-07,-0.24852,
AUT,LTINT,TOT,PC_PA,M,2020-08,-0.27995,
AUT,LTINT,TOT,PC_PA,M,2020-09,-0.31736,
AUT,LTINT,TOT,PC_PA,M,2020-10,-0.398,
AUT,LTINT,TOT,PC_PA,M,2020-11,-0.41138,
AUT,LTINT,TOT,PC_PA,M,2020-12,-0.42243,
AUT,LTINT,TOT,PC_PA,M,2021-01,-0.39948,
AUT,LTINT,TOT,PC_PA,M,2021-02,-0.19685,
AUT,LTINT,TOT,PC_PA,M,2021-03,-0.0887,
AUT,LTINT,TOT,PC_PA,M,2021-04,-0.04086,
AUT,LTINT,TOT,PC_PA,M,2021-05,0.08033,
AUT,LTINT,TOT,PC_PA,M,2021-06,0.02291,
AUT,LTINT,TOT,PC_PA,M,2021-07,-0.13023,
KOR,LTINT,TOT,PC_PA,M,2000-10,8.25,
KOR,LTINT,TOT,PC_PA,M,2000-11,7.86,
KOR,LTINT,TOT,PC_PA,M,2000-12,7.18,
KOR,LTINT,TOT,PC_PA,M,2001-01,6.65,
KOR,LTINT,TOT,PC_PA,M,2001-02,6.41,
KOR,LTINT,TOT,PC_PA,M,2001-03,7,
KOR,LTINT,TOT,PC_PA,M,2001-04,7.74,
KOR,LTINT,TOT,PC_PA,M,2001-05,7.58,
KOR,LTINT,TOT,PC_PA,M,2001-06,7.14,
KOR,LTINT,TOT,PC_PA,M,2001-07,6.83,
KOR,LTINT,TOT,PC_PA,M,2001-08,6.29,
KOR,LTINT,TOT,PC_PA,M,2001-09,6.19,
KOR,LTINT,TOT,PC_PA,M,2001-10,6.54,
KOR,LTINT,TOT,PC_PA,M,2001-11,6.88,
KOR,LTINT,TOT,PC_PA,M,2001-12,7.01,
KOR,LTINT,TOT,PC_PA,M,2002-01,7.1,
KOR,LTINT,TOT,PC_PA,M,2002-02,7,
KOR,LTINT,TOT,PC_PA,M,2002-03,7.17,
KOR,LTINT,TOT,PC_PA,M,2002-04,7.3,
KOR,LTINT,TOT,PC_PA,M,2002-05,7.09,
KOR,LTINT,TOT,PC_PA,M,2002-06,6.76,
KOR,LTINT,TOT,PC_PA,M,2002-07,6.54,
KOR,LTINT,TOT,PC_PA,M,2002-08,6.24,
KOR,LTINT,TOT,PC_PA,M,2002-09,6.16,
KOR,LTINT,TOT,PC_PA,M,2002-10,6.11,
KOR,LTINT,TOT,PC_PA,M,2002-11,5.8,
KOR,LTINT,TOT,PC_PA,M,2002-12,5.77,
KOR,LTINT,TOT,PC_PA,M,2003-01,5.43,
KOR,LTINT,TOT,PC_PA,M,2003-02,5.15,
KOR,LTINT,TOT,PC_PA,M,2003-03,5.2,
KOR,LTINT,TOT,PC_PA,M,2003-04,5.03,
KOR,LTINT,TOT,PC_PA,M,2003-05,4.68,
KOR,LTINT,TOT,PC_PA,M,2003-06,4.46,
KOR,LTINT,TOT,PC_PA,M,2003-07,4.95,
KOR,LTINT,TOT,PC_PA,M,2003-08,5.26,
KOR,LTINT,TOT,PC_PA,M,2003-09,4.77,
KOR,LTINT,TOT,PC_PA,M,2003-10,4.87,
KOR,LTINT,TOT,PC_PA,M,2003-11,5.35,
KOR,LTINT,TOT,PC_PA,M,2003-12,5.43,
KOR,LTINT,TOT,PC_PA,M,2004-01,5.42,
KOR,LTINT,TOT,PC_PA,M,2004-02,5.43,
KOR,LTINT,TOT,PC_PA,M,2004-03,5.26,
KOR,LTINT,TOT,PC_PA,M,2004-04,5.25,
KOR,LTINT,TOT,PC_PA,M,2004-05,5.16,
KOR,LTINT,TOT,PC_PA,M,2004-06,5.01,
KOR,LTINT,TOT,PC_PA,M,2004-07,4.88,
KOR,LTINT,TOT,PC_PA,M,2004-08,4.33,
KOR,LTINT,TOT,PC_PA,M,2004-09,4.14,
KOR,LTINT,TOT,PC_PA,M,2004-10,4.05,
KOR,LTINT,TOT,PC_PA,M,2004-11,3.96,
KOR,LTINT,TOT,PC_PA,M,2004-12,3.85,
KOR,LTINT,TOT,PC_PA,M,2005-01,4.42,
KOR,LTINT,TOT,PC_PA,M,2005-02,4.88,
KOR,LTINT,TOT,PC_PA,M,2005-03,4.77,
KOR,LTINT,TOT,PC_PA,M,2005-04,4.69,
KOR,LTINT,TOT,PC_PA,M,2005-05,4.42,
KOR,LTINT,TOT,PC_PA,M,2005-06,4.46,
KOR,LTINT,TOT,PC_PA,M,2005-07,4.89,
KOR,LTINT,TOT,PC_PA,M,2005-08,5.08,
KOR,LTINT,TOT,PC_PA,M,2005-09,5.15,
KOR,LTINT,TOT,PC_PA,M,2005-10,5.36,
KOR,LTINT,TOT,PC_PA,M,2005-11,5.68,
KOR,LTINT,TOT,PC_PA,M,2005-12,5.6,
KOR,LTINT,TOT,PC_PA,M,2006-01,5.58,
KOR,LTINT,TOT,PC_PA,M,2006-02,5.28,
KOR,LTINT,TOT,PC_PA,M,2006-03,5.42,
KOR,LTINT,TOT,PC_PA,M,2006-04,5.45,
KOR,LTINT,TOT,PC_PA,M,2006-05,5.2,
KOR,LTINT,TOT,PC_PA,M,2006-06,5.25,
KOR,LTINT,TOT,PC_PA,M,2006-07,5.16,
KOR,LTINT,TOT,PC_PA,M,2006-08,4.94,
KOR,LTINT,TOT,PC_PA,M,2006-09,4.89,
KOR,LTINT,TOT,PC_PA,M,2006-10,4.79,
KOR,LTINT,TOT,PC_PA,M,2006-11,4.91,
KOR,LTINT,TOT,PC_PA,M,2006-12,4.95,
KOR,LTINT,TOT,PC_PA,M,2007-01,5.04,
KOR,LTINT,TOT,PC_PA,M,2007-02,5.01,
KOR,LTINT,TOT,PC_PA,M,2007-03,4.94,
KOR,LTINT,TOT,PC_PA,M,2007-04,5.07,
KOR,LTINT,TOT,PC_PA,M,2007-05,5.22,
KOR,LTINT,TOT,PC_PA,M,2007-06,5.48,
KOR,LTINT,TOT,PC_PA,M,2007-07,5.52,
KOR,LTINT,TOT,PC_PA,M,2007-08,5.42,
KOR,LTINT,TOT,PC_PA,M,2007-09,5.52,
KOR,LTINT,TOT,PC_PA,M,2007-10,5.56,
KOR,LTINT,TOT,PC_PA,M,2007-11,5.61,
KOR,LTINT,TOT,PC_PA,M,2007-12,5.82,
KOR,LTINT,TOT,PC_PA,M,2008-01,5.56,
KOR,LTINT,TOT,PC_PA,M,2008-02,5.28,
KOR,LTINT,TOT,PC_PA,M,2008-03,5.36,
KOR,LTINT,TOT,PC_PA,M,2008-04,5.17,
KOR,LTINT,TOT,PC_PA,M,2008-05,5.5,
KOR,LTINT,TOT,PC_PA,M,2008-06,5.89,
KOR,LTINT,TOT,PC_PA,M,2008-07,6.03,
KOR,LTINT,TOT,PC_PA,M,2008-08,5.91,
KOR,LTINT,TOT,PC_PA,M,2008-09,5.99,
KOR,LTINT,TOT,PC_PA,M,2008-10,5.53,
KOR,LTINT,TOT,PC_PA,M,2008-11,5.73,
KOR,LTINT,TOT,PC_PA,M,2008-12,4.87,
KOR,LTINT,TOT,PC_PA,M,2009-01,4.42,
KOR,LTINT,TOT,PC_PA,M,2009-02,5.24,
KOR,LTINT,TOT,PC_PA,M,2009-03,4.97,
KOR,LTINT,TOT,PC_PA,M,2009-04,4.9,
KOR,LTINT,TOT,PC_PA,M,2009-05,5.05,
KOR,LTINT,TOT,PC_PA,M,2009-06,5.26,
KOR,LTINT,TOT,PC_PA,M,2009-07,5.18,
KOR,LTINT,TOT,PC_PA,M,2009-08,5.44,
KOR,LTINT,TOT,PC_PA,M,2009-09,5.38,
KOR,LTINT,TOT,PC_PA,M,2009-10,5.45,
KOR,LTINT,TOT,PC_PA,M,2009-11,5.39,
KOR,LTINT,TOT,PC_PA,M,2009-12,5.31,
KOR,LTINT,TOT,PC_PA,M,2010-01,5.35,
KOR,LTINT,TOT,PC_PA,M,2010-02,5.3,
KOR,LTINT,TOT,PC_PA,M,2010-03,4.92,
KOR,LTINT,TOT,PC_PA,M,2010-04,4.91,
KOR,LTINT,TOT,PC_PA,M,2010-05,4.95,
KOR,LTINT,TOT,PC_PA,M,2010-06,4.93,
KOR,LTINT,TOT,PC_PA,M,2010-07,4.91,
KOR,LTINT,TOT,PC_PA,M,2010-08,4.68,
KOR,LTINT,TOT,PC_PA,M,2010-09,4.28,
KOR,LTINT,TOT,PC_PA,M,2010-10,4.11,
KOR,LTINT,TOT,PC_PA,M,2010-11,4.48,
KOR,LTINT,TOT,PC_PA,M,2010-12,4.46,
