observation_date,PCEPI,Nintendo,Nintendo,Microsoft,Microsoft,Sony,Sony
2007-07-01,91.499,$49.99,$62.32,$59.99,$74.79,$59.99,$74.79
2007-08-01,91.558,$49.99,$62.28,$59.99,$74.74,$59.99,$74.74
2007-09-01,91.901,$49.99,$62.05,$59.99,$74.46,$59.99,$74.46
2007-10-01,92.162,$49.99,$61.88,$59.99,$74.25,$59.99,$74.25
2007-11-01,92.642,$49.99,$61.56,$59.99,$73.87,$59.99,$73.87
2007-12-01,92.855,$49.99,$61.41,$59.99,$73.70,$59.99,$73.70
2008-01-01,93.102,$49.99,$61.25,$59.99,$73.50,$59.99,$73.50
2008-02-01,93.298,$49.99,$61.12,$59.99,$73.35,$59.99,$73.35
2008-03-01,93.587,$49.99,$60.93,$59.99,$73.12,$59.99,$73.12
2008-04-01,93.785,$49.99,$60.81,$59.99,$72.97,$59.99,$72.97
2008-05-01,94.206,$49.99,$60.53,$59.99,$72.64,$59.99,$72.64
2008-06-01,94.876,$49.99,$60.11,$59.99,$72.13,$59.99,$72.13
2008-07-01,95.285,$49.99,$59.85,$59.99,$71.82,$59.99,$71.82
2008-08-01,95.204,$49.99,$59.90,$59.99,$71.88,$59.99,$71.88
2008-09-01,95.307,$49.99,$59.83,$59.99,$71.80,$59.99,$71.80
2008-10-01,94.727,$49.99,$60.20,$59.99,$72.24,$59.99,$72.24
2008-11-01,93.643,$49.99,$60.90,$59.99,$73.08,$59.99,$73.08
2008-12-01,93.139,$49.99,$61.23,$59.99,$73.47,$59.99,$73.47
2009-01-01,93.173,$49.99,$61.20,$59.99,$73.45,$59.99,$73.45
2009-02-01,93.363,$49.99,$61.08,$59.99,$73.30,$59.99,$73.30
2009-03-01,93.284,$49.99,$61.13,$59.99,$73.36,$59.99,$73.36
2009-04-01,93.432,$49.99,$61.03,$59.99,$73.24,$59.99,$73.24
2009-05-01,93.546,$49.99,$60.96,$59.99,$73.16,$59.99,$73.16
2009-06-01,94.100,$49.99,$60.60,$59.99,$72.72,$59.99,$72.72
2009-07-01,94.106,$49.99,$60.60,$59.99,$72.72,$59.99,$72.72
2009-08-01,94.378,$49.99,$60.42,$59.99,$72.51,$59.99,$72.51
2009-09-01,94.536,$49.99,$60.32,$59.99,$72.39,$59.99,$72.39
2009-10-01,94.899,$49.99,$60.09,$59.99,$72.11,$59.99,$72.11
2009-11-01,95.135,$49.99,$59.94,$59.99,$71.93,$59.99,$71.93
2009-12-01,95.175,$49.99,$59.92,$59.99,$71.90,$59.99,$71.90
2010-01-01,95.366,$49.99,$59.80,$59.99,$71.76,$59.99,$71.76
2010-02-01,95.351,$49.99,$59.81,$59.99,$71.77,$59.99,$71.77
2010-03-01,95.468,$49.99,$59.73,$59.99,$71.68,$59.99,$71.68
2010-04-01,95.507,$49.99,$59.71,$59.99,$71.65,$59.99,$71.65
2010-05-01,95.527,$49.99,$59.70,$59.99,$71.64,$59.99,$71.64
2010-06-01,95.474,$49.99,$59.73,$59.99,$71.68,$59.99,$71.68
2010-07-01,95.556,$49.99,$59.68,$59.99,$71.62,$59.99,$71.62
2010-08-01,95.684,$49.99,$59.60,$59.99,$71.52,$59.99,$71.52
2010-09-01,95.773,$49.99,$59.54,$59.99,$71.45,$59.99,$71.45
2010-10-01,96.057,$49.99,$59.37,$59.99,$71.24,$59.99,$71.24
2010-11-01,96.238,$49.99,$59.26,$59.99,$71.11,$59.99,$71.11
2010-12-01,96.456,$49.99,$59.12,$59.99,$70.95,$59.99,$70.95
2011-01-01,96.774,$49.99,$58.93,$59.99,$70.71,$59.99,$70.71
2011-02-01,97.054,$49.99,$58.76,$59.99,$70.51,$59.99,$70.51
2011-03-01,97.446,$49.99,$58.52,$59.99,$70.23,$59.99,$70.23
2011-04-01,97.854,$49.99,$58.28,$59.99,$69.93,$59.99,$69.93
2011-05-01,98.153,$49.99,$58.10,$59.99,$69.72,$59.99,$69.72
2011-06-01,98.136,$49.99,$58.11,$59.99,$69.73,$59.99,$69.73
2011-07-01,98.316,$49.99,$58.00,$59.99,$69.61,$59.99,$69.61
2011-08-01,98.555,$49.99,$57.86,$59.99,$69.44,$59.99,$69.44
2011-09-01,98.699,$49.99,$57.78,$59.99,$69.34,$59.99,$69.34
2011-10-01,98.705,$49.99,$57.77,$59.99,$69.33,$59.99,$69.33
2011-11-01,98.908,$49.99,$57.66,$59.99,$69.19,$59.99,$69.19
2011-12-01,98.965,$49.99,$57.62,$59.99,$69.15,$59.99,$69.15
2012-01-01,99.320,$59.99,$68.90,$59.99,$68.90,$59.99,$68.90
2012-02-01,99.556,$59.99,$68.74,$59.99,$68.74,$59.99,$68.74
2012-03-01,99.737,$59.99,$68.61,$59.99,$68.61,$59.99,$68.61
2012-04-01,99.873,$59.99,$68.52,$59.99,$68.52,$59.99,$68.52
2012-05-01,99.755,$59.99,$68.60,$59.99,$68.60,$59.99,$68.60
2012-06-01,99.701,$59.99,$68.64,$59.99,$68.64,$59.99,$68.64
2012-07-01,99.738,$59.99,$68.61,$59.99,$68.61,$59.99,$68.61
2012-08-01,100.070,$59.99,$68.39,$59.99,$68.39,$59.99,$68.39
2012-09-01,100.378,$59.99,$68.18,$59.99,$68.18,$59.99,$68.18
2012-10-01,100.672,$59.99,$67.98,$59.99,$67.98,$59.99,$67.98
2012-11-01,100.605,$59.99,$68.02,$59.99,$68.02,$59.99,$68.02
2012-12-01,100.595,$59.99,$68.03,$59.99,$68.03,$59.99,$68.03
2013-01-01,100.782,$59.99,$67.90,$59.99,$67.90,$59.99,$67.90
2013-02-01,101.149,$59.99,$67.66,$59.99,$67.66,$59.99,$67.66
2013-03-01,101.015,$59.99,$67.75,$59.99,$67.75,$59.99,$67.75
2013-04-01,100.940,$59.99,$67.80,$59.99,$67.80,$59.99,$67.80
2013-05-01,101.006,$59.99,$67.75,$59.99,$67.75,$59.99,$67.75
2013-06-01,101.226,$59.99,$67.60,$59.99,$67.60,$59.99,$67.60
2013-07-01,101.351,$59.99,$67.52,$59.99,$67.52,$59.99,$67.52
2013-08-01,101.503,$59.99,$67.42,$59.99,$67.42,$59.99,$67.42
2013-09-01,101.545,$59.99,$67.39,$59.99,$67.39,$59.99,$67.39
2013-10-01,101.711,$59.99,$67.28,$59.99,$67.28,$59.99,$67.28
2013-11-01,101.865,$59.99,$67.18,$59.99,$67.18,$59.99,$67.18
2013-12-01,102.065,$59.99,$67.05,$59.99,$67.05,$59.99,$67.05
2014-01-01,102.254,$59.99,$66.93,$59.99,$66.93,$59.99,$66.93
2014-02-01,102.308,$59.99,$66.89,$59.99,$66.89,$59.99,$66.89
2014-03-01,102.509,$59.99,$66.76,$59.99,$66.76,$59.99,$66.76
2014-04-01,102.698,$59.99,$66.64,$59.99,$66.64,$59.99,$66.64
2014-05-01,102.866,$59.99,$66.53,$59.99,$66.53,$59.99,$66.53
2014-06-01,102.976,$59.99,$66.46,$59.99,$66.46,$59.99,$66.46
2014-07-01,103.128,$59.99,$66.36,$59.99,$66.36,$59.99,$66.36
2014-08-01,103.110,$59.99,$66.37,$59.99,$66.37,$59.99,$66.37
2014-09-01,103.132,$59.99,$66.36,$59.99,$66.36,$59.99,$66.36
2014-10-01,103.103,$59.99,$66.37,$59.99,$66.37,$59.99,$66.37
2014-11-01,103.021,$59.99,$66.43,$59.99,$66.43,$59.99,$66.43
2014-12-01,102.852,$59.99,$66.54,$59.99,$66.54,$59.99,$66.54
2015-01-01,102.374,$59.99,$66.85,$59.99,$66.85,$59.99,$66.85
2015-02-01,102.542,$59.99,$66.74,$59.99,$66.74,$59.99,$66.74
2015-03-01,102.739,$59.99,$66.61,$59.99,$66.61,$59.99,$66.61
2015-04-01,102.822,$59.99,$66.56,$59.99,$66.56,$59.99,$66.56
2015-05-01,103.072,$59.99,$66.39,$59.99,$66.39,$59.99,$66.39
2015-06-01,103.276,$59.99,$66.26,$59.99,$66.26,$59.99,$66.26
2015-07-01,103.366,$59.99,$66.21,$59.99,$66.21,$59.99,$66.21
2015-08-01,103.373,$59.99,$66.20,$59.99,$66.20,$59.99,$66.20
2015-09-01,103.229,$59.99,$66.29,$59.99,$66.29,$59.99,$66.29
2015-10-01,103.221,$59.99,$66.30,$59.99,$66.30,$59.99,$66.30
2015-11-01,103.292,$59.99,$66.25,$59.99,$66.25,$59.99,$66.25
2015-12-01,103.216,$59.99,$66.30,$59.99,$66.30,$59.99,$66.30
2016-01-01,103.313,$59.99,$66.24,$59.99,$66.24,$59.99,$66.24
2016-02-01,103.247,$59.99,$66.28,$59.99,$66.28,$59.99,$66.28
2016-03-01,103.415,$59.99,$66.17,$59.99,$66.17,$59.99,$66.17
2016-04-01,103.763,$59.99,$65.95,$59.99,$65.95,$59.99,$65.95
2016-05-01,103.930,$59.99,$65.85,$59.99,$65.85,$59.99,$65.85
2016-06-01,104.139,$59.99,$65.71,$59.99,$65.71,$59.99,$65.71
2016-07-01,104.202,$59.99,$65.67,$59.99,$65.67,$59.99,$65.67
2016-08-01,104.380,$59.99,$65.56,$59.99,$65.56,$59.99,$65.56
2016-09-01,104.516,$59.99,$65.48,$59.99,$65.48,$59.99,$65.48
2016-10-01,104.744,$59.99,$65.33,$59.99,$65.33,$59.99,$65.33
2016-11-01,104.792,$59.99,$65.30,$59.99,$65.30,$59.99,$65.30
2016-12-01,105.005,$59.99,$65.17,$59.99,$65.17,$59.99,$65.17
2017-01-01,105.392,$59.99,$64.93,$59.99,$64.93,$59.99,$64.93
2017-02-01,105.499,$59.99,$64.87,$59.99,$64.87,$59.99,$64.87
2017-03-01,105.373,$59.99,$64.94,$59.99,$64.94,$59.99,$64.94
2017-04-01,105.617,$59.99,$64.79,$59.99,$64.79,$59.99,$64.79
2017-05-01,105.607,$59.99,$64.80,$59.99,$64.80,$59.99,$64.80
2017-06-01,105.739,$59.99,$64.72,$59.99,$64.72,$59.99,$64.72
2017-07-01,105.784,$59.99,$64.69,$59.99,$64.69,$59.99,$64.69
2017-08-01,106.040,$59.99,$64.54,$59.99,$64.54,$59.99,$64.54
2017-09-01,106.429,$59.99,$64.30,$59.99,$64.30,$59.99,$64.30
2017-10-01,106.596,$59.99,$64.20,$59.99,$64.20,$59.99,$64.20
2017-11-01,106.788,$59.99,$64.08,$59.99,$64.08,$59.99,$64.08
2017-12-01,106.943,$59.99,$63.99,$59.99,$63.99,$59.99,$63.99
2018-01-01,107.290,$59.99,$63.78,$59.99,$63.78,$59.99,$63.78
2018-02-01,107.528,$59.99,$63.64,$59.99,$63.64,$59.99,$63.64
2018-03-01,107.637,$59.99,$63.58,$59.99,$63.58,$59.99,$63.58
2018-04-01,107.865,$59.99,$63.44,$59.99,$63.44,$59.99,$63.44
2018-05-01,108.104,$59.99,$63.30,$59.99,$63.30,$59.99,$63.30
2018-06-01,108.273,$59.99,$63.20,$59.99,$63.20,$59.99,$63.20
2018-07-01,108.379,$59.99,$63.14,$59.99,$63.14,$59.99,$63.14
2018-08-01,108.464,$59.99,$63.09,$59.99,$63.09,$59.99,$63.09
2018-09-01,108.661,$59.99,$62.98,$59.99,$62.98,$59.99,$62.98
2018-10-01,108.816,$59.99,$62.89,$59.99,$62.89,$59.99,$62.89
2018-11-01,108.893,$59.99,$62.84,$59.99,$62.84,$59.99,$62.84
2018-12-01,108.958,$59.99,$62.81,$59.99,$62.81,$59.99,$62.81
2019-01-01,108.872,$59.99,$62.86,$59.99,$62.86,$59.99,$62.86
2019-02-01,109.003,$59.99,$62.78,$59.99,$62.78,$59.99,$62.78
2019-03-01,109.252,$59.99,$62.64,$59.99,$62.64,$59.99,$62.64
2019-04-01,109.609,$59.99,$62.43,$59.99,$62.43,$59.99,$62.43
2019-05-01,109.720,$59.99,$62.37,$59.99,$62.37,$59.99,$62.37
2019-06-01,109.849,$59.99,$62.30,$59.99,$62.30,$59.99,$62.30
2019-07-01,110.042,$59.99,$62.19,$59.99,$62.19,$59.99,$62.19
2019-08-01,110.115,$59.99,$62.15,$59.99,$62.15,$59.99,$62.15
2019-09-01,110.167,$59.99,$62.12,$59.99,$62.12,$59.99,$62.12
2019-10-01,110.377,$59.99,$62.00,$59.99,$62.00,$59.99,$62.00
2019-11-01,110.461,$59.99,$61.95,$59.99,$61.95,$59.99,$61.95
2019-12-01,110.750,$59.99,$61.79,$59.99,$61.79,$59.99,$61.79
2020-01-01,110.917,$59.99,$61.70,$59.99,$61.70,$59.99,$61.70
2020-02-01,111.014,$59.99,$61.64,$59.99,$61.64,$59.99,$61.64
2020-03-01,110.717,$59.99,$61.81,$59.99,$61.81,$59.99,$61.81
2020-04-01,110.131,$59.99,$62.14,$59.99,$62.14,$59.99,$62.14
2020-05-01,110.314,$59.99,$62.04,$59.99,$62.04,$59.99,$62.04
2020-06-01,110.859,$59.99,$61.73,$59.99,$61.73,$59.99,$61.73
2020-07-01,111.152,$59.99,$61.57,$59.99,$61.57,$59.99,$61.57
2020-08-01,111.482,$59.99,$61.39,$59.99,$61.39,$59.99,$61.39
2020-09-01,111.658,$59.99,$61.29,$59.99,$61.29,$59.99,$61.29
2020-10-01,111.697,$59.99,$61.27,$59.99,$61.27,$59.99,$61.27
2020-11-01,111.700,$59.99,$61.27,$59.99,$61.27,$59.99,$61.27
2020-12-01,112.109,$59.99,$61.04,$59.99,$61.04,$59.99,$61.04
2021-01-01,112.448,$59.99,$60.86,$59.99,$60.86,$69.99,$71.00
2021-02-01,112.757,$59.99,$60.69,$59.99,$60.69,$69.99,$70.81
2021-03-01,113.387,$59.99,$60.35,$59.99,$60.35,$69.99,$70.41
2021-04-01,114.075,$59.99,$59.99,$59.99,$59.99,$69.99,$69.99
